Target,Feature,Importance
Insurer_G_price,Insurer_C_deductible,1.4321014362425575
Insurer_G_price,postal_code_urban_category,1.4220621707815617
Insurer_G_price,urban_amenities_score,1.3077620508627241
Insurer_G_price,log_vehicle_value_new,1.1347249576528218
Insurer_G_price,postal_code_address_density,1.1218757955532939
Insurer_G_price,coverage_limited_casco,1.0011211527180566
Insurer_G_price,postal_code_owner_occupied_houses_ratio,0.8967802308383732
Insurer_G_price,vehicle_model,0.8446614596825897
Insurer_G_price,vehicle_net_weight,0.8068262569130328
Insurer_G_price,vehicle_nominal_continuous_max_power,0.8035096247342208
Insurer_G_price,postal_code_general_practitioners_within_3_km,0.7649724658259756
Insurer_G_price,vehicle_net_max_power_electric,0.6988474948678997
Insurer_G_price,coverage_casco,0.5869784590284546
Insurer_G_price,driver_age_band_18-24,0.5588528562647137
Insurer_G_price,vehicle_score,0.5234099179017403
Insurer_G_price,Insurer_B_deductible,0.453203297398258
Insurer_G_price,driver_age_band_31-40,0.45180760643206497
Insurer_G_price,pred_Insurer_C_price,0.4408144628400045
Insurer_G_price,driver_age_band_61-70,0.39386209214419765
Insurer_G_price,driver_age_band_71-80,0.3405361031959982
Insurer_G_price,postal_code_after_school_cares_within_3_km,0.2697448194325826
Insurer_H_price,coverage_limited_casco,11.916091999901235
Insurer_H_price,pred_Insurer_G_price,9.21695426223768
Insurer_H_price,coverage_mtpl,8.38446487014432
Insurer_H_price,claim_free_years,8.321602493718093
Insurer_H_price,pred_Insurer_C_price,6.962932235882036
Insurer_H_price,driver_age_band_25-30,6.27274953627581
Insurer_H_price,Insurer_B_deductible,6.165101647868482
Insurer_H_price,vehicle_age,5.49291064879873
Insurer_H_price,cfy_standardized_by_province,4.547831677819657
Insurer_H_price,Insurer_C_deductible,3.120921312326614
Insurer_H_price,municipality,2.9616006661510728
Insurer_H_price,pred_Insurer_A_price,2.634735481269482
Insurer_H_price,pred_Insurer_D_price,2.4691742728691346
Insurer_H_price,pred_Insurer_F_price,2.36768623050208
Insurer_H_price,contractor_birthdate,2.3520365804558074
Insurer_H_price,Insurer_J_deductible,2.264557146523228
Insurer_H_price,Insurer_G_deductible,2.007037452044598
Insurer_H_price,pred_Insurer_B_price,1.8571324049290696
Insurer_H_price,Insurer_H_deductible,1.587201923339823
Insurer_H_price,pred_Insurer_E_price,1.4934996358824744
Insurer_H_price,vehicle_power,1.4652068752091907
Insurer_H_price,postal_code_latitude,1.4155806064893197
Insurer_H_price,vehicle_maker,0.959460157911339
Insurer_H_price,postal_code_owner_occupied_houses_ratio,0.9502554678888078
Insurer_H_price,province,0.8289113731699085
Insurer_H_price,vehicle_number_plate,0.8195637690262791
Insurer_H_price,Insurer_A_deductible,0.6956902866490616
Insurer_H_price,vehicle_planned_annual_mileage,0.46910898471664886
Insurer_I_price,pred_Insurer_D_price,32.84509827967822
Insurer_I_price,coverage_mtpl,7.28303680134448
Insurer_I_price,pred_Insurer_C_price,6.582588913389256
Insurer_I_price,coverage_limited_casco,6.420063445945558
Insurer_I_price,Insurer_J_deductible,6.392728260625341
Insurer_I_price,pred_Insurer_A_price,5.382115147650386
Insurer_I_price,pred_Insurer_B_price,4.778197445110442
Insurer_I_price,municipality,4.256302976323967
Insurer_I_price,Insurer_H_deductible,2.3143597648270413
Insurer_I_price,vehicle_age,2.3075745672854913
Insurer_I_price,pred_Insurer_F_price,1.9301613378075786
Insurer_I_price,vehicle_number_plate,1.8292220365748972
Insurer_I_price,driver_age_band_25-30,1.8100504109623947
Insurer_I_price,driver_age_band_18-24,1.704402907561571
Insurer_I_price,pred_Insurer_G_price,1.6359683339460134
Insurer_I_price,Insurer_E_deductible,1.2110754812702613
Insurer_I_price,claim_free_years,1.1911057936166907
Insurer_I_price,postal_code_urban_category,1.177561709980718
Insurer_I_price,postal_code_snackbars_within_3_km,1.171772350601321
Insurer_I_price,postal_code_average_property_value,1.034226424074913
Insurer_I_price,postal_code_address_density,0.9200624937399459
Insurer_I_price,Insurer_G_deductible,0.8865936150399113
Insurer_I_price,log_vehicle_value_new,0.8807700175661867
Insurer_I_price,quote_id,0.7846483557250141
Insurer_I_price,contractor_birthdate,0.5366786533375937
Insurer_I_price,driver_age_band_81-90,0.5220114962785756
Insurer_I_price,driver_age_band_71-80,0.5185090667726558
Insurer_I_price,Insurer_K_deductible,0.4389804170814237
Insurer_I_price,postal_code_social_benefit_recipients_ratio,0.39491484914310915
Insurer_I_price,pred_Insurer_E_price,0.3383513598177992
Insurer_I_price,Insurer_C_deductible,0.26391104639603774
Insurer_I_price,Insurer_B_deductible,0.2569562405253028
Insurer_J_price,pred_Insurer_D_price,22.195829473599
Insurer_J_price,pred_Insurer_B_price,16.662372405323495
Insurer_J_price,driver_age_band_18-24,12.121733105760633
Insurer_J_price,pred_Insurer_A_price,7.5299626644221105
Insurer_J_price,log_vehicle_value_new,6.626630218173891
Insurer_J_price,Insurer_J_deductible,4.064326851288179
Insurer_J_price,vehicle_value_new,3.4700506184184077
Insurer_J_price,claim_free_years,3.1995031386737436
Insurer_J_price,vehicle_net_weight,2.183702956570935
Insurer_J_price,cfy_standardized_by_province,1.7846215777887382
Insurer_J_price,vehicle_power,1.5676352994811413
Insurer_J_price,vehicle_age,1.5107296902084855
Insurer_J_price,postal_code_average_property_value,1.4130397072413536
Insurer_J_price,driver_age_band_31-40,1.2532698786117902
Insurer_J_price,vehicle_model,1.1989111480532915
Insurer_J_price,driver_age_band_71-80,1.1917972266292658
Insurer_J_price,province,1.122687315478358
Insurer_J_price,driver_age_band_41-50,1.0978658952148777
Insurer_J_price,pred_Insurer_G_price,1.0303570109057225
Insurer_J_price,pred_Insurer_H_price,0.9656700948016311
Insurer_J_price,postal_code_latitude,0.9495833372814598
Insurer_J_price,contractor_birthdate,0.940251840204351
Insurer_J_price,vehicle_net_max_power,0.9189948300535973
Insurer_J_price,pred_Insurer_F_price,0.8854585274018252
Insurer_J_price,Insurer_K_deductible,0.7468067209364959
Insurer_J_price,postal_code_owner_occupied_houses_ratio,0.746144044954794
Insurer_J_price,driver_age_band_61-70,0.652585025481945
Insurer_J_price,driver_age_band_51-60,0.6519343912842932
Insurer_J_price,coverage_casco,0.5897899686862855
Insurer_J_price,pred_Insurer_C_price,0.40059810424137987
Insurer_J_price,Insurer_B_deductible,0.3271569328285699
Insurer_K_price,pred_Insurer_D_price,22.231878619136175
Insurer_K_price,pred_Insurer_B_price,21.6960713652991
Insurer_K_price,pred_Insurer_F_price,8.398455523228328
Insurer_K_price,Insurer_K_deductible,5.027526671193616
Insurer_K_price,pred_Insurer_I_price,4.592059532379476
Insurer_K_price,claim_free_years,4.1368331976775305
Insurer_K_price,pred_Insurer_J_price,3.8946657072850956
Insurer_K_price,cfy_standardized_by_province,3.768181980222314
Insurer_K_price,Insurer_H_deductible,2.962875894915425
Insurer_K_price,pred_Insurer_C_price,2.8314793295740244
Insurer_K_price,coverage_limited_casco,2.436871614541496
Insurer_K_price,vehicle_net_weight,1.9139643539182183
Insurer_K_price,Insurer_J_deductible,1.8775262902325927
Insurer_K_price,vehicle_age,1.6398536606316394
Insurer_K_price,postal_code,1.4201206890435518
Insurer_K_price,pred_Insurer_A_price,1.3435053057092874
Insurer_K_price,municipality,1.332510533050295
Insurer_K_price,postal_code_latitude,1.2318580385749167
Insurer_K_price,municipality_crimes_per_1000,1.2292033346805247
Insurer_K_price,vehicle_fuel_type_diesel,1.133276479063911
Insurer_K_price,postal_code_average_property_value,0.8845782617779224
Insurer_K_price,postal_code_distance_to_border,0.8578013950789614
Insurer_K_price,Insurer_G_deductible,0.7466998791447335
Insurer_K_price,driver_age_band_31-40,0.6205592217736354
Insurer_K_price,pred_Insurer_H_price,0.6018616785411005
Insurer_K_price,coverage_mtpl,0.4999666422753453
Insurer_K_price,vehicle_planned_annual_mileage,0.4044866087669697
Insurer_K_price,coverage_casco,0.28532819228378764
